TIMESTAMP,PM2.5,PM10,NO2,NH3,SO2,CO,O3,MONTH,SEASON,FESTIVAL_SEASON,AQI,AQI_CATEGORY,CITY,STATE
2024-01-05 13:00:00,109.24,207.27,92.16,67.11,12.03,0.13,108.54,January,Winter,Christmas & New Year,263.2675862068965,Poor,Suakati,Odisha
2024-01-05 14:00:00,104.47,192.56,78.66,61.09,9.68,0.13,105.2,January,Winter,Christmas & New Year,246.98379310344828,Poor,Suakati,Odisha
2024-01-05 15:00:00,99.37,179.65,71.12,57.44,8.75,0.13,99.01,January,Winter,Christmas & New Year,229.5734482758621,Poor,Suakati,Odisha
2024-01-05 16:00:00,97.32,173.76,72.82,56.41,7.98,0.13,79.71,January,Winter,Christmas & New Year,222.57517241379307,Poor,Suakati,Odisha
2024-01-05 17:00:00,90.9,179.59,60.34,47.8,6.42,0.13,63.84,January,Winter,Christmas & New Year,153.2175167785235,Moderate,Suakati,Odisha
2024-01-05 18:00:00,90.34,178.12,54.68,43.52,5.46,0.13,51.16,January,Winter,Christmas & New Year,152.24080536912751,Moderate,Suakati,Odisha
2024-01-05 19:00:00,97.44,181.7,51.46,41.15,4.63,0.14,43.35,January,Winter,Christmas & New Year,222.98482758620688,Poor,Suakati,Odisha
2024-01-05 20:00:00,104.13,187.8,46.03,40.58,4.48,0.14,59.9,January,Winter,Christmas & New Year,245.82310344827584,Poor,Suakati,Odisha
2024-01-05 21:00:00,99.86,186.02,43.85,38.61,5.12,0.14,63.92,January,Winter,Christmas & New Year,231.2462068965517,Poor,Suakati,Odisha
2024-01-05 22:00:00,92.75,177.03,46.81,39.26,6.26,0.14,76.22,January,Winter,Christmas & New Year,206.97413793103448,Poor,Suakati,Odisha
2024-01-05 23:00:00,95.76,181.08,42.48,38.47,8.4,0.14,85.67,January,Winter,Christmas & New Year,217.2496551724138,Poor,Suakati,Odisha
2024-01-06 00:00:00,97.86,180.14,42.51,38.25,6.03,0.14,67.3,January,Winter,Christmas & New Year,224.41862068965517,Poor,Suakati,Odisha
2024-01-06 01:00:00,100.51,183.13,43.98,38.05,4.26,0.14,55.35,January,Winter,Christmas & New Year,233.4651724137931,Poor,Suakati,Odisha
2024-01-06 02:00:00,100.26,184.37,43.82,37.17,3.41,0.14,44.38,January,Winter,Christmas & New Year,232.61172413793105,Poor,Suakati,Odisha
2024-01-06 03:00:00,101.28,181.4,41.02,37.08,2.9,0.14,51.82,January,Winter,Christmas & New Year,236.09379310344826,Poor,Suakati,Odisha
2024-01-06 04:00:00,101.96,175.33,44.92,35.01,2.48,0.15,30.54,January,Winter,Christmas & New Year,238.41517241379307,Poor,Suakati,Odisha
2024-01-06 05:00:00,104.69,171.97,45.2,34.85,1.74,0.14,21.96,January,Winter,Christmas & New Year,247.7348275862069,Poor,Suakati,Odisha
2024-01-06 06:00:00,105.15,172.56,41.82,36.44,0.89,0.14,25.46,January,Winter,Christmas & New Year,249.30517241379312,Poor,Suakati,Odisha
2024-01-06 07:00:00,100.66,178.01,42.54,33.74,2.93,0.2,20.01,January,Winter,Christmas & New Year,233.97724137931033,Poor,Suakati,Odisha
2024-01-06 08:00:00,119.23,216.23,41.95,35.21,5.74,0.19,35.36,January,Winter,Christmas & New Year,297.3713793103448,Poor,Suakati,Odisha
2024-01-06 09:00:00,134.03,245.03,37.16,35.09,12.21,0.13,90.39,January,Winter,Christmas & New Year,310.99976744186046,Very Poor,Suakati,Odisha
2024-01-06 10:00:00,122.12,229.59,33.0,36.02,10.93,0.14,104.6,January,Winter,Christmas & New Year,301.8595348837209,Very Poor,Suakati,Odisha
2024-01-06 11:00:00,109.49,200.62,35.25,34.42,10.62,0.14,102.87,January,Winter,Christmas & New Year,264.1210344827586,Poor,Suakati,Odisha
2024-01-06 12:00:00,101.94,188.94,33.84,36.16,8.88,0.13,100.97,January,Winter,Christmas & New Year,238.34689655172411,Poor,Suakati,Odisha
2024-01-06 13:00:00,100.01,184.06,33.58,36.78,9.32,0.14,104.18,January,Winter,Christmas & New Year,231.75827586206898,Poor,Suakati,Odisha
2024-01-06 14:00:00,92.66,166.55,8.93,31.32,12.3,0.13,181.16,January,Winter,Christmas & New Year,231.8676923076923,Poor,Suakati,Odisha
2024-01-06 15:00:00,87.7,165.26,33.36,36.85,11.31,0.13,111.28,January,Winter,Christmas & New Year,192.14827586206897,Moderate,Suakati,Odisha
2024-01-06 16:00:00,84.36,163.12,39.44,36.4,8.04,0.28,78.75,January,Winter,Christmas & New Year,180.7462068965517,Moderate,Suakati,Odisha
2024-01-06 17:00:00,75.96,166.4,36.95,34.95,6.0,0.34,53.73,January,Winter,Christmas & New Year,152.07034482758618,Moderate,Suakati,Odisha
2024-01-06 18:00:00,77.87,178.12,32.98,33.94,8.19,0.37,70.07,January,Winter,Christmas & New Year,158.5906896551724,Moderate,Suakati,Odisha
2024-01-06 19:00:00,95.39,185.68,33.14,31.66,7.69,0.4,52.74,January,Winter,Christmas & New Year,215.98655172413794,Poor,Suakati,Odisha
2024-01-06 20:00:00,110.91,212.44,32.48,31.55,5.66,0.38,43.86,January,Winter,Christmas & New Year,268.96862068965515,Poor,Suakati,Odisha
2024-01-06 21:00:00,118.49,216.17,28.22,31.5,5.31,0.36,57.52,January,Winter,Christmas & New Year,294.8451724137931,Poor,Suakati,Odisha
2024-01-06 22:00:00,111.88,200.32,28.13,32.2,5.16,0.36,60.46,January,Winter,Christmas & New Year,272.28,Poor,Suakati,Odisha
2024-01-06 23:00:00,102.98,185.94,29.1,31.26,4.17,0.37,47.47,January,Winter,Christmas & New Year,241.89724137931034,Poor,Suakati,Odisha
2024-01-07 00:00:00,101.66,178.55,30.49,30.93,3.56,0.32,43.72,January,Winter,Christmas & New Year,237.3910344827586,Poor,Suakati,Odisha
2024-01-07 01:00:00,100.98,177.89,28.76,30.55,3.62,0.41,49.9,January,Winter,Christmas & New Year,235.0696551724138,Poor,Suakati,Odisha
2024-01-07 02:00:00,98.91,176.65,29.45,29.68,2.96,0.42,41.54,January,Winter,Christmas & New Year,228.00310344827585,Poor,Suakati,Odisha
2024-01-07 03:00:00,94.06,168.39,27.57,29.66,2.47,0.41,34.73,January,Winter,Christmas & New Year,211.44620689655173,Poor,Suakati,Odisha
2024-01-07 04:00:00,86.23,159.31,27.24,29.52,1.88,0.44,28.86,January,Winter,Christmas & New Year,187.13,Moderate,Suakati,Odisha
2024-01-07 05:00:00,90.48,157.62,30.18,28.66,2.06,0.46,18.73,January,Winter,Christmas & New Year,138.62,Moderate,Suakati,Odisha
