TIMESTAMP,PM2.5,PM10,NO2,SO2,MONTH,SEASON,FESTIVAL_SEASON,AQI,AQI_CATEGORY,CITY,STATE,LATITUDE,LONGITUDE
2024-01-01 00:00:00,92.0,149.9,26.06,10.2,January,Winter,Christmas & New Year,204.41379310344828,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 01:00:00,81.34,155.27,23.85,10.72,January,Winter,Christmas & New Year,170.43655172413793,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 02:00:00,69.44,132.15,18.76,11.04,January,Winter,Christmas & New Year,129.81241379310345,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 03:00:00,68.52,124.02,11.66,11.14,January,Winter,Christmas & New Year,126.67172413793102,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 04:00:00,67.68,116.58,7.6,10.86,January,Winter,Christmas & New Year,123.8041379310345,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 05:00:00,72.44,124.95,12.61,12.32,January,Winter,Christmas & New Year,140.05379310344827,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 06:00:00,76.54,128.32,16.14,12.48,January,Winter,Christmas & New Year,154.05034482758623,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 07:00:00,65.72,116.52,18.25,11.98,January,Winter,Christmas & New Year,117.11310344827587,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 08:00:00,71.36,111.74,18.73,12.56,January,Winter,Christmas & New Year,136.36689655172412,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 09:00:00,75.6,132.47,20.02,12.28,January,Winter,Christmas & New Year,150.8413793103448,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 10:00:00,59.9,119.64,21.78,11.6,January,Winter,Christmas & New Year,113.38496644295302,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 11:00:00,65.94,136.28,21.04,10.72,January,Winter,Christmas & New Year,124.44107382550337,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 12:00:00,68.63,131.05,20.8,10.6,January,Winter,Christmas & New Year,127.04724137931032,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 13:00:00,68.67,127.28,23.57,10.86,January,Winter,Christmas & New Year,127.18379310344828,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 14:00:00,73.7,142.93,20.77,10.51,January,Winter,Christmas & New Year,144.35517241379313,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 15:00:00,77.14,143.95,18.98,9.96,January,Winter,Christmas & New Year,156.09862068965518,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 16:00:00,71.92,147.64,25.5,9.76,January,Winter,Christmas & New Year,138.27862068965518,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 17:00:00,72.72,174.5,32.82,10.18,January,Winter,Christmas & New Year,149.83557046979865,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 18:00:00,72.43,161.72,38.89,10.24,January,Winter,Christmas & New Year,141.3441610738255,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 19:00:00,55.38,139.2,38.22,10.04,January,Winter,Christmas & New Year,126.38120805369127,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 20:00:00,55.82,143.89,36.86,10.28,January,Winter,Christmas & New Year,129.49738255033557,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 21:00:00,58.5,145.55,27.05,9.9,January,Winter,Christmas & New Year,130.6003355704698,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 22:00:00,67.04,133.36,26.06,10.01,January,Winter,Christmas & New Year,122.50093959731545,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-01 23:00:00,58.46,109.37,14.24,9.96,January,Winter,Christmas & New Year,106.56127516778524,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 00:00:00,51.21,84.45,9.68,10.0,January,Winter,Christmas & New Year,85.14793103448275,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 01:00:00,21.76,54.78,8.75,10.06,January,Winter,Christmas & New Year,54.78,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 02:00:00,33.17,61.83,9.56,10.55,January,Winter,Christmas & New Year,61.83,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 03:00:00,44.7,67.51,11.69,11.57,January,Winter,Christmas & New Year,74.14827586206897,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 04:00:00,45.7,57.78,8.37,10.92,January,Winter,Christmas & New Year,75.83793103448276,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 05:00:00,41.18,50.44,6.95,11.1,January,Winter,Christmas & New Year,68.20068965517241,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 06:00:00,26.48,48.1,10.96,11.03,January,Winter,Christmas & New Year,48.1,Good,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 07:00:00,31.84,45.71,13.73,11.66,January,Winter,Christmas & New Year,52.419310344827586,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 08:00:00,37.85,71.73,15.16,12.35,January,Winter,Christmas & New Year,71.73,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 09:00:00,44.23,91.69,18.24,12.34,January,Winter,Christmas & New Year,91.69,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 10:00:00,66.0,104.36,19.84,11.3,January,Winter,Christmas & New Year,118.06896551724138,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 11:00:00,70.67,126.5,23.82,11.24,January,Winter,Christmas & New Year,134.01137931034484,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 12:00:00,74.55,133.17,27.44,10.66,January,Winter,Christmas & New Year,147.25689655172414,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 13:00:00,65.65,129.55,22.05,10.3,January,Winter,Christmas & New Year,119.96946308724833,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 14:00:00,66.32,109.74,19.59,10.34,January,Winter,Christmas & New Year,119.1613793103448,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 15:00:00,57.88,123.86,22.77,10.8,January,Winter,Christmas & New Year,116.18885906040268,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 16:00:00,63.4,122.76,23.09,10.93,January,Winter,Christmas & New Year,115.45798657718122,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 17:00:00,68.99,137.68,27.51,10.98,January,Winter,Christmas & New Year,128.2762068965517,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 18:00:00,65.48,143.25,30.14,10.46,January,Winter,Christmas & New Year,129.0721476510067,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 19:00:00,73.68,148.28,29.89,10.09,January,Winter,Christmas & New Year,144.28689655172417,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 20:00:00,74.73,139.57,28.81,10.07,January,Winter,Christmas & New Year,147.87137931034485,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 21:00:00,69.26,127.06,27.53,10.23,January,Winter,Christmas & New Year,129.19793103448276,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 22:00:00,59.04,107.78,17.76,10.24,January,Winter,Christmas & New Year,105.5048322147651,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-02 23:00:00,38.85,89.78,12.27,10.15,January,Winter,Christmas & New Year,89.78,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 00:00:00,46.08,86.41,11.22,10.16,January,Winter,Christmas & New Year,86.41,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 01:00:00,34.6,68.71,8.46,10.18,January,Winter,Christmas & New Year,68.71,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 02:00:00,27.93,64.24,10.12,10.86,January,Winter,Christmas & New Year,64.24,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 03:00:00,33.37,66.81,8.55,11.37,January,Winter,Christmas & New Year,66.81,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 04:00:00,42.85,65.04,12.16,11.6,January,Winter,Christmas & New Year,71.02241379310345,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 05:00:00,39.9,62.61,12.52,11.18,January,Winter,Christmas & New Year,66.03793103448275,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 06:00:00,36.54,50.34,13.07,10.94,January,Winter,Christmas & New Year,60.360689655172415,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 07:00:00,26.18,44.94,14.25,10.57,January,Winter,Christmas & New Year,44.94,Good,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 08:00:00,32.58,43.06,16.86,10.53,January,Winter,Christmas & New Year,53.66965517241379,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 09:00:00,36.04,61.0,23.07,11.3,January,Winter,Christmas & New Year,61.0,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 10:00:00,35.68,69.5,24.13,11.16,January,Winter,Christmas & New Year,69.5,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 11:00:00,45.75,93.79,26.39,11.02,January,Winter,Christmas & New Year,93.79,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 12:00:00,59.5,105.77,30.17,11.12,January,Winter,Christmas & New Year,104.1693288590604,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 13:00:00,57.85,108.78,31.22,10.85,January,Winter,Christmas & New Year,106.16926174496645,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 14:00:00,54.44,109.39,27.7,10.66,January,Winter,Christmas & New Year,106.57456375838926,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 15:00:00,48.54,103.51,29.56,10.68,January,Winter,Christmas & New Year,102.66771812080538,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 16:00:00,41.88,100.2,29.61,10.48,January,Winter,Christmas & New Year,69.38344827586207,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 17:00:00,50.09,107.29,34.52,10.11,January,Winter,Christmas & New Year,105.17926174496645,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 18:00:00,51.01,122.06,39.01,10.09,January,Winter,Christmas & New Year,114.99288590604027,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 19:00:00,59.53,109.86,30.36,10.07,January,Winter,Christmas & New Year,106.88684563758389,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 20:00:00,61.3,114.76,31.27,10.35,January,Winter,Christmas & New Year,110.14255033557048,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 21:00:00,51.36,102.63,27.73,10.18,January,Winter,Christmas & New Year,102.08302013422818,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 22:00:00,49.87,95.12,19.63,10.36,January,Winter,Christmas & New Year,95.12,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-03 23:00:00,33.4,76.78,12.38,10.01,January,Winter,Christmas & New Year,76.78,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 00:00:00,20.24,62.66,6.4,10.47,January,Winter,Christmas & New Year,62.66,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 01:00:00,32.92,67.38,5.66,10.26,January,Winter,Christmas & New Year,67.38,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 02:00:00,29.02,81.32,10.29,10.53,January,Winter,Christmas & New Year,81.32,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 03:00:00,42.27,83.81,9.48,10.8,January,Winter,Christmas & New Year,83.81,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 04:00:00,44.19,74.28,7.74,10.8,January,Winter,Christmas & New Year,74.28,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 05:00:00,49.06,78.06,8.42,10.9,January,Winter,Christmas & New Year,81.51517241379311,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 06:00:00,45.92,73.48,10.18,10.93,January,Winter,Christmas & New Year,76.20965517241379,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 07:00:00,36.63,75.46,8.32,10.46,January,Winter,Christmas & New Year,75.46,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 08:00:00,43.63,94.39,14.39,10.66,January,Winter,Christmas & New Year,94.39,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 09:00:00,44.94,99.41,21.65,10.64,January,Winter,Christmas & New Year,99.41,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 10:00:00,58.23,110.28,23.2,10.74,January,Winter,Christmas & New Year,107.16590604026845,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 11:00:00,53.64,104.36,23.88,10.38,January,Winter,Christmas & New Year,103.23248322147651,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 12:00:00,60.78,111.42,26.12,9.93,January,Winter,Christmas & New Year,107.92335570469798,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 13:00:00,62.88,121.38,29.63,9.9,January,Winter,Christmas & New Year,114.54107382550336,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 14:00:00,61.48,127.5,32.6,10.58,January,Winter,Christmas & New Year,118.60738255033557,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 15:00:00,62.76,123.52,31.23,10.66,January,Winter,Christmas & New Year,115.96295302013422,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 16:00:00,60.57,141.22,39.06,11.02,January,Winter,Christmas & New Year,127.72335570469798,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 17:00:00,58.23,139.48,37.13,10.85,January,Winter,Christmas & New Year,126.56724832214765,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 18:00:00,66.12,145.12,42.06,10.36,January,Winter,Christmas & New Year,130.31463087248324,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 19:00:00,80.05,163.05,36.01,10.32,January,Winter,Christmas & New Year,166.03275862068966,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 20:00:00,81.26,154.39,29.33,10.28,January,Winter,Christmas & New Year,170.1634482758621,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 21:00:00,73.32,154.26,26.51,10.27,January,Winter,Christmas & New Year,143.05793103448275,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 22:00:00,68.16,125.98,22.78,10.36,January,Winter,Christmas & New Year,125.44275862068964,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-04 23:00:00,46.87,100.25,22.76,10.34,January,Winter,Christmas & New Year,77.81482758620689,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 00:00:00,47.16,98.31,15.72,10.9,January,Winter,Christmas & New Year,98.31,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 01:00:00,44.91,117.68,9.66,10.6,January,Winter,Christmas & New Year,112.08268456375839,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 02:00:00,60.27,136.87,9.18,10.87,January,Winter,Christmas & New Year,124.83308724832216,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 03:00:00,80.74,151.4,10.02,11.12,January,Winter,Christmas & New Year,168.38827586206895,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 04:00:00,89.12,167.16,10.56,10.97,January,Winter,Christmas & New Year,196.99586206896555,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 05:00:00,89.79,178.27,10.21,11.2,January,Winter,Christmas & New Year,199.28310344827588,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 06:00:00,97.18,188.09,12.58,11.22,January,Winter,Christmas & New Year,222.09724137931036,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 07:00:00,84.26,174.21,9.14,10.74,January,Winter,Christmas & New Year,180.40482758620692,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 08:00:00,79.43,169.76,10.76,10.33,January,Winter,Christmas & New Year,163.91620689655176,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 09:00:00,87.69,175.22,16.83,10.83,January,Winter,Christmas & New Year,192.11413793103446,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 10:00:00,105.52,219.86,19.62,10.64,January,Winter,Christmas & New Year,250.56827586206896,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 11:00:00,110.18,252.68,21.58,10.66,January,Winter,Christmas & New Year,266.47655172413795,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 12:00:00,116.13,239.74,22.3,11.29,January,Winter,Christmas & New Year,286.78862068965515,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 13:00:00,111.38,200.26,24.19,10.75,January,Winter,Christmas & New Year,270.57310344827584,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 14:00:00,104.35,200.05,23.53,10.34,January,Winter,Christmas & New Year,246.57413793103447,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 15:00:00,92.32,182.37,28.6,10.46,January,Winter,Christmas & New Year,205.5062068965517,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 16:00:00,87.64,196.13,32.0,10.16,January,Winter,Christmas & New Year,191.94344827586207,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 17:00:00,75.08,189.94,41.13,9.88,January,Winter,Christmas & New Year,160.0943624161074,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 18:00:00,75.4,168.18,43.41,9.94,January,Winter,Christmas & New Year,150.1586206896552,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 19:00:00,81.3,167.05,45.78,10.01,January,Winter,Christmas & New Year,170.29999999999998,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 20:00:00,94.43,191.9,34.99,9.99,January,Winter,Christmas & New Year,212.7093103448276,Poor,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 21:00:00,77.19,152.91,24.6,9.47,January,Winter,Christmas & New Year,156.26931034482757,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 22:00:00,66.9,125.31,17.1,9.47,January,Winter,Christmas & New Year,121.14137931034485,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-05 23:00:00,46.1,96.4,9.07,9.41,January,Winter,Christmas & New Year,96.4,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 00:00:00,25.7,58.8,1.59,9.38,January,Winter,Christmas & New Year,58.8,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 01:00:00,35.4,70.87,1.17,9.14,January,Winter,Christmas & New Year,70.87,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 02:00:00,30.28,66.97,0.42,9.64,January,Winter,Christmas & New Year,66.97,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 03:00:00,44.08,69.78,0.3,9.31,January,Winter,Christmas & New Year,73.10068965517242,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 04:00:00,55.17,76.62,0.24,9.48,January,Winter,Christmas & New Year,91.83896551724138,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 05:00:00,54.07,64.79,2.5,10.21,January,Winter,Christmas & New Year,89.98034482758621,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 06:00:00,48.92,75.62,1.98,9.8,January,Winter,Christmas & New Year,81.27862068965518,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 07:00:00,51.74,86.66,5.17,10.18,January,Winter,Christmas & New Year,86.66,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 08:00:00,47.94,93.46,12.54,10.1,January,Winter,Christmas & New Year,93.46,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 09:00:00,56.4,109.58,14.72,10.22,January,Winter,Christmas & New Year,106.70080536912752,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 10:00:00,62.54,126.05,14.73,10.55,January,Winter,Christmas & New Year,117.64395973154362,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 11:00:00,51.01,110.34,21.26,11.36,January,Winter,Christmas & New Year,107.20577181208054,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 12:00:00,52.68,98.17,24.04,11.74,January,Winter,Christmas & New Year,98.17,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 13:00:00,52.93,103.78,25.33,12.64,January,Winter,Christmas & New Year,102.84711409395973,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 14:00:00,56.73,91.86,21.88,11.4,January,Winter,Christmas & New Year,94.47482758620689,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 15:00:00,42.6,82.67,20.21,10.29,January,Winter,Christmas & New Year,82.67,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 16:00:00,35.73,72.9,25.85,10.39,January,Winter,Christmas & New Year,72.9,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 17:00:00,38.81,90.99,38.6,10.15,January,Winter,Christmas & New Year,90.99,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 18:00:00,41.93,129.3,57.85,10.53,January,Winter,Christmas & New Year,119.80335570469799,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 19:00:00,56.42,162.13,52.06,10.62,January,Winter,Christmas & New Year,141.61657718120804,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 20:00:00,54.49,115.76,46.7,10.18,January,Winter,Christmas & New Year,110.80697986577181,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 21:00:00,55.93,119.3,35.24,10.42,January,Winter,Christmas & New Year,113.15906040268456,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 22:00:00,58.0,114.64,25.37,10.96,January,Winter,Christmas & New Year,110.06281879194631,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-06 23:00:00,50.32,109.01,17.42,10.77,January,Winter,Christmas & New Year,106.32208053691275,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 00:00:00,43.54,94.32,7.16,10.35,January,Winter,Christmas & New Year,94.32,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 01:00:00,33.0,98.18,4.26,10.3,January,Winter,Christmas & New Year,98.18,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 02:00:00,30.48,91.37,2.76,10.84,January,Winter,Christmas & New Year,91.37,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 03:00:00,34.29,81.59,8.34,10.74,January,Winter,Christmas & New Year,81.59,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 04:00:00,45.07,77.97,2.96,10.66,January,Winter,Christmas & New Year,77.97,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 05:00:00,24.62,47.84,1.84,10.59,January,Winter,Christmas & New Year,47.84,Good,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 06:00:00,25.21,40.13,3.42,10.68,January,Winter,Christmas & New Year,42.01666666666667,Good,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 07:00:00,20.23,41.85,3.35,10.7,January,Winter,Christmas & New Year,41.85,Good,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 08:00:00,22.74,46.41,11.52,11.89,January,Winter,Christmas & New Year,46.41,Good,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 09:00:00,40.2,78.27,19.38,12.25,January,Winter,Christmas & New Year,78.27,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 10:00:00,52.48,92.34,18.23,11.38,January,Winter,Christmas & New Year,92.34,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 11:00:00,58.22,114.46,16.42,11.32,January,Winter,Christmas & New Year,109.94322147651006,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 12:00:00,62.86,119.85,18.23,11.15,January,Winter,Christmas & New Year,113.5244966442953,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 13:00:00,60.12,127.57,14.12,10.96,January,Winter,Christmas & New Year,118.65389261744966,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 14:00:00,50.57,106.71,11.58,10.76,January,Winter,Christmas & New Year,104.79389261744966,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 15:00:00,57.82,96.03,13.18,11.13,January,Winter,Christmas & New Year,96.31655172413792,Satisfactory,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 16:00:00,53.82,107.37,19.02,11.38,January,Winter,Christmas & New Year,105.23241610738255,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 17:00:00,57.4,107.59,21.02,11.09,January,Winter,Christmas & New Year,105.37859060402685,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 18:00:00,68.16,111.76,25.52,10.85,January,Winter,Christmas & New Year,125.44275862068964,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 19:00:00,65.24,121.78,25.65,10.6,January,Winter,Christmas & New Year,115.47448275862067,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 20:00:00,66.49,124.8,24.3,10.79,January,Winter,Christmas & New Year,119.74172413793102,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
2024-01-07 21:00:00,57.21,131.99,18.99,10.66,January,Winter,Christmas & New Year,121.5906711409396,Moderate,Ratlam,Madhya Pradesh,23.50222,74.9551534
